UCAV,GRMA,RHON,GR_RAB,BPHI,TNPH,RES_BD,P16B,A40B,VSH,VCO
,63.70237,,81.99888,,,,,,,
,63.20233,,81.70421,,,,,,,
,62.75111,,81.7233,,,,,,,
,62.29969,,81.74242,,,,,,,
,61.84756,,81.76154,,,,,,,
,61.43077,,81.859,,,,,,,
,61.46492,,81.93726,,,,,,,
,61.49908,,82.01555,,,,,,,
,61.53329,,82.09397,,,,,,,
,61.74613,,82.28709,,,,,,,
,61.92461,,82.40184,,,,,,,
,62.10318,,82.51664,,,,,,,
,62.28202,,82.63162,,,,,,,
,62.57127,,82.91891,,,,,,,
,62.68195,,83.09129,,,,,,,
,62.79267,,83.26374,,,,,,,
,62.90358,,83.43646,,,,,,,
,62.55909,,83.43391,,,,,,,
,62.10434,,83.25915,,,,,,,
,61.64939,,83.0843,,,,,,,
,61.19373,,82.90918,,,,,,,
,60.05379,,82.49995,,,,,,,
,59.36918,,82.26569,,,,,,,
,58.6829,,82.03084,,,,,,,
,57.99828,,81.79657,,,,,,,
,57.81104,,81.64276,,,,,,,
,58.3093,,81.7234,,,,,,,
,58.80678,,81.8039,,,,,,,
,59.30405,,81.88438,,,,,,,
,60.0189,,82.06792,,,,,,,
,60.2366,,82.17111,,,,,,,
,60.45397,,82.27414,,,,,,,
,60.67124,,82.37713,,,,,,,
,61.65014,,82.37341,,,,,,,
,62.41293,,82.26646,,,,,,,
,63.17455,,82.15968,,,,,,,
,63.93582,,82.05294,,,,,,,
,64.4265,,81.70501,,,,,,,
,64.15481,,81.46343,,,,,,,
,63.88356,,81.22224,,,,,,,
,63.61242,,80.98115,,,,,,,
,62.95731,,80.67368,,,,,,,
,62.5728,,80.6074,,,,,,,
,62.18889,,80.54121,,,,,,,
,61.80515,,80.47506,,,,,,,
,61.24552,,80.41764,,,,,,,
,61.07036,,80.42644,,,,,,,
,60.89512,,80.43525,,,,,,,
,60.71996,,80.44405,,,,,,,
,60.70494,,80.41965,,,,,,,
,60.86503,,80.38651,,,,,,,
,61.02519,,80.35334,,,,,,,
,61.18528,,80.3202,,,,,,,
,61.63035,,80.26897,,,,,,,
,61.91469,,80.25097,,,,,,,
,62.19915,,80.23296,,,,,,,
,62.48406,,80.21492,,,,,,,
,62.55542,,80.2383,,,,,,,
,62.34285,,80.27963,,,,,,,
,62.1302,,80.32098,,,,,,,
,61.91721,,80.3624,,,,,,,
,61.3016,,80.85027,,,,,,,
,60.89896,,81.29631,,,,,,,
,60.49615,,81.74254,,,,,,,
,60.0927,,82.18947,,,,,,,
,59.67146,,82.50231,,,,,,,
,59.65282,,82.36932,,,,,,,
,59.63417,,82.23627,,,,,,,
,59.6155,,82.10301,,,,,,,
,59.66117,,81.40994,,,,,,,
,59.72543,,80.85035,,,,,,,
,59.78985,,80.28939,,,,,,,
,59.85411,,79.7298,,,,,,,
,59.73393,,79.5704,,,,,,,
,59.5496,,79.9704,,,,,,,
,59.36483,,80.37138,,,,,,,
,59.1805,,80.77137,,,,,,,
,58.89451,,81.41751,,,,,,,
,58.79275,,81.66386,,,,,,,
,58.69115,,81.90984,,,,,,,
,58.58959,,82.1557,,,,,,,
,58.00997,,81.78047,,,,,,,
,57.53117,,81.15826,,,,,,,
,57.05313,,80.53701,,,,,,,
,56.57529,,79.91604,,,,,,,
,56.1158,,79.02958,,,,,,,
,56.13449,,78.76402,,,,,,,
,56.15315,,78.49887,,,,,,,
,56.1718,,78.23384,,,,,,,
,55.77271,,78.34264,,,,,,,
,55.35413,,78.71741,,,,,,,
,54.93621,,79.09159,,,,,,,
,54.51848,,79.46561,,,,,,,
,54.3341,,79.87968,,,,,,,
,54.56741,,79.9193,,,,,,,
,54.80083,,79.95895,,,,,,,
,55.03414,,79.99857,,,,,,,
,55.33963,,79.63589,,,,,,,
,55.41142,,79.23426,,,,,,,
,55.48325,,78.83245,,,,,,,
,55.55503,,78.43081,,,,,,,
,56.09549,,77.88162,,,,,,,
,56.5633,,77.73482,,,,,,,
,57.03133,,77.58795,,,,,,,
,57.49915,,77.44115,,,,,,,
,58.13496,,77.19981,,,,,,,
,58.30205,,77.10561,,,,,,,
,58.46921,,77.01138,,,,,,,
,58.63663,,76.917,,,,,,,
,58.60012,,76.37002,,,,,,,
,58.39685,,75.91777,,,,,,,
,58.1935,,75.46532,,,,,,,
,57.98982,,75.01218,,,,,,,
,57.44434,,74.32967,,,,,,,
,57.10246,,74.09957,,,,,,,
,56.76042,,73.86935,,,,,,,
,56.41786,,73.63879,,,,,,,
,55.78178,,73.894,,,,,,,
,55.48784,,74.37881,,,,,,,
,55.19377,,74.86383,,,,,,,
,54.89923,,75.34962,,,,,,,
,54.64346,,76.7061,,,,,,,
,54.68161,,77.57703,,,,,,,
,54.71986,,78.45009,,,,,,,
,54.75801,,79.32102,,,,,,,
,54.62426,,80.47024,,,,,,,
,54.45247,,80.74816,,,,,,,
,54.28026,,81.02676,,,,,,,
,54.10847,,81.30468,,,,,,,
,53.64122,,81.28895,,,,,,,
,53.34538,,80.99475,,,,,,,
,53.05001,,80.70103,,,,,,,
,52.75477,,80.40742,,,,,,,
,52.44431,,80.66405,,,,,,,
,52.42922,,81.21537,,,,,,,
,52.41416,,81.76582,,,,,,,
,52.39911,,82.31604,,,,,,,
,52.89373,,83.64819,,,,,,,
,53.40434,,84.43118,,,,,,,
,53.91415,,85.21293,,,,,,,
,54.42374,,85.99435,,,,,,,
,55.16691,,86.73125,,,,,,,
,55.40052,,86.68597,,,,,,,
,55.63375,,86.64077,,,,,,,
,55.86689,,86.59558,,,,,,,
,56.40187,,86.36416,,,,,,,
,56.70292,,86.17831,,,,,,,
,57.00409,,85.99238,,,,,,,
,57.30514,,85.80653,,,,,,,
,57.52824,,85.64233,,,,,,,
,57.45008,,85.66415,,,,,,,
,57.37189,,85.68599,,,,,,,
,57.29373,,85.70781,,,,,,,
,57.40439,,85.38573,,,,,,,
,57.59303,,85.04234,,,,,,,
,57.78175,,84.69879,,,,,,,
,57.97076,,84.35471,,,,,,,
,57.59625,,83.02816,,,,,,,
,57.03397,,82.0462,,,,,,,
,56.47146,,81.06381,,,,,,,
,55.90806,,80.07989,,,,,,,
,55.08574,,78.53079,,,,,,,
,54.82579,,77.964,,,,,,,
,54.56574,,77.39698,,,,,,,
,54.30528,,76.82906,,,,,,,
,54.08985,,76.55146,,,,,,,
,54.13425,,76.84023,,,,,,,
,54.17868,,77.12911,,,,,,,
,54.22317,,77.41846,,,,,,,
,54.4457,,77.99419,,,,,,,
,54.62367,,78.28091,,,,,,,
,54.80171,,78.56775,,,,,,,
,54.98003,,78.85504,,,,,,,
,55.1342,,78.88611,,,,,,,
,55.1104,,78.63063,,,,,,,
,55.08655,,78.37453,,,,,,,
,55.06275,,78.11904,,,,,,,
,54.93424,,77.672,,,,,,,
,54.8294,,77.48025,,,,,,,
,54.72471,,77.28879,,,,,,,
,54.62007,,77.09742,,,,,,,
,54.56824,,76.80499,,,,,,,
,54.62117,,76.70384,,,,,,,
,54.67402,,76.60287,,,,,,,
,54.72685,,76.50193,,,,,,,
,54.62012,,76.23721,,,,,,,
,54.46025,,76.07319,,,,,,,
,54.30064,,75.90944,,,,,,,
,54.1411,,75.74575,,,,,,,
,53.32693,,76.36977,,,,,,,
,52.67119,,77.15907,,,,,,,
,52.01648,,77.94714,,,,,,,
,51.36206,,78.73487,,,,,,,
,50.9482,,79.82918,,,,,,,
,51.18985,,80.13567,,,,,,,
,51.43112,,80.44169,,,,,,,
,51.67228,,80.74757,,,,,,,
,51.75589,,80.1114,,,,,,,
,51.59837,,79.17073,,,,,,,
,51.44078,,78.22966,,,,,,,
,51.28326,,77.28899,,,,,,,
,51.65039,,75.94498,,,,,,,
,52.17435,,75.54345,,,,,,,
,52.69855,,75.14173,,,,,,,
,53.22252,,74.7402,,,,,,,
,53.24173,,74.25154,,,,,,,
,52.73703,,74.16509,,,,,,,
,52.23209,,74.07861,,,,,,,
,51.72638,,73.992,,,,,,,
,52.30209,,74.12021,,,,,,,
,53.38081,,74.33453,,,,,,,
,54.46001,,74.54894,,,,,,,
,55.5409,,74.76369,,,,,,,
,56.65948,,75.5423,,,,,,,
,56.69962,,76.10599,,,,,,,
,56.73979,,76.66991,,,,,,,
,56.78001,,77.23473,,,,,,,
,57.25705,,77.91016,,,,,,,
,57.6935,,78.02187,,,,,,,
,58.13013,,78.13363,,,,,,,
,58.56746,,78.24556,,,,,,,
,58.51561,,78.294,,,,,,,
,58.02773,,78.23077,,,,,,,
,57.53964,,78.16752,,,,,,,
,57.05079,,78.10417,,,,,,,
,57.05968,,78.14004,,,,,,,
,57.55618,,78.23907,,,,,,,
,58.05388,,78.33834,,,,,,,
,58.55037,,78.43737,,,,,,,
,59.27048,,78.60234,,,,,,,
,59.49427,,78.66836,,,,,,,
,59.7177,,78.73428,,,,,,,
,59.94104,,78.80016,,,,,,,
,59.77882,,78.63847,,,,,,,
,59.39252,,78.41048,,,,,,,
,59.00684,,78.18287,,,,,,,
,58.62133,,77.95535,,,,,,,
,58.16769,,77.89346,,,,,,,
,58.09969,,78.05951,,,,,,,
,58.0318,,78.22531,,,,,,,
,57.96393,,78.39104,,,,,,,
,57.81942,,79.32275,,,,,,,
,57.74268,,80.09007,,,,,,,
,57.66607,,80.85619,,,,,,,
,57.58949,,81.62196,,,,,,,
,58.20016,,82.92275,,,,,,,
,58.88893,,83.45812,,,,,,,
,59.57663,,83.99267,,,,,,,
,60.26402,,84.52696,,,,,,,
,61.14416,,85.02003,,,,,,,
,61.33581,,84.97828,,,,,,,
,61.52755,,84.9365,,,,,,,
,61.7192,,84.89474,,,,,,,
,62.15897,,84.32842,,,,,,,
,62.40646,,83.80476,,,,,,,
,62.65405,,83.28085,,,,,,,
,62.90153,,82.75719,,,,,,,
,63.08654,,81.98006,,,,,,,
,63.0238,,81.72771,,,,,,,
,62.96103,,81.47526,,,,,,,
,62.89817,,81.22241,,,,,,,
,62.65564,,81.67151,,,,,,,
,62.47606,,82.37193,,,,,,,
,62.2964,,83.07266,,,,,,,
,62.11647,,83.7745,,,,,,,
,61.67452,,85.2736,,,,,,,
,61.4124,,86.07156,,,,,,,
,61.15016,,86.86986,,,,,,,
,60.88752,,87.66941,,,,,,,
,60.59113,,88.77243,,,,,,,
,60.55686,,89.07729,,,,,,,
,60.52258,,89.38229,,,,,,,
,60.48824,,89.68777,,,,,,,
,60.49031,,90.90524,,,,,,,
,60.52661,,91.81709,,,,,,,
,60.56301,,92.73117,,,,,,,
,60.59931,,93.64302,,,,,,,
,60.68411,,95.22593,,,,,,,
,60.73257,,95.89634,,,,,,,
,60.78115,,96.56841,,,,,,,
,60.82961,,97.23882,,,,,,,
,60.94368,,96.73958,,,,,,,
,61.00936,,95.56792,,,,,,,
,61.07494,,94.3981,,,,,,,
,61.1405,,93.22879,,,,,,,
,61.08257,,90.71927,,,,,,,
,60.95884,,89.37746,,,,,,,
,60.83531,,88.03773,,,,,,,
,60.71184,,86.69861,,,,,,,
,60.3853,,84.85821,,,,,,,
,60.18195,,84.35695,,,,,,,
,59.97893,,83.85647,,,,,,,
,59.77599,,83.35622,,,,,,,
,59.37958,,82.53055,,,,,,,
,59.1859,,82.20492,,,,,,,
,58.99252,,81.8798,,,,,,,
,58.79923,,81.55482,,,,,,,
,58.46302,,81.59371,,,,,,,
,58.32058,,81.95723,,,,,,,
,58.17807,,82.3209,,,,,,,
,58.03562,,82.68441,,,,,,,
,58.064,,84.10934,,,,,,,
,58.2347,,85.1685,,,,,,,
,58.40546,,86.22813,,,,,,,
,58.57616,,87.28729,,,,,,,
,58.69084,,88.23804,,,,,,,
,58.63468,,88.12841,,,,,,,
,58.57849,,88.01873,,,,,,,
,58.52233,,87.9091,,,,,,,
,58.73093,,87.10455,,,,,,,
,58.99541,,86.41077,,,,,,,
,59.26,,85.7167,,,,,,,
,59.52501,,85.02153,,,,,,,
,59.54739,,84.39033,,,,,,,
,59.30571,,84.45255,,,,,,,
,59.06392,,84.51482,,,,,,,
,58.82175,,84.57716,,,,,,,
,58.42937,,83.81548,,,,,,,
,58.2788,,82.99246,,,,,,,
,58.12815,,82.16908,,,,,,,
,57.97727,,81.34441,,,,,,,
,57.31051,,79.57733,,,,,,,
,56.79482,,78.63411,,,,,,,
,56.27889,,77.69048,,,,,,,
,55.76216,,76.74537,,,,,,,
,55.24007,,76.4624,,,,,,,
,55.23375,,77.12225,,,,,,,
,55.22742,,77.78371,,,,,,,
,55.2211,,78.44355,,,,,,,
,55.13601,,79.83685,,,,,,,
,55.05728,,80.56967,,,,,,,
,54.97837,,81.30428,,,,,,,
,54.89964,,82.0371,,,,,,,
,54.80658,,82.50549,,,,,,,
,54.79224,,82.24034,,,,,,,
,54.77793,,81.9756,,,,,,,
,54.76362,,81.71098,,,,,,,
,54.97735,,81.33023,,,,,,,
,55.20579,,81.21406,,,,,,,
,55.43387,,81.09805,,,,,,,
,55.66185,,80.98212,,,,,,,
,56.2748,,81.06936,,,,,,,
,56.66032,,81.273,,,,,,,
,57.04524,,81.47633,,,,,,,
,57.42999,,81.67957,,,,,,,
,58.09512,,81.64858,,,,,,,
,58.37573,,81.4137,,,,,,,
,58.6559,,81.17918,,,,,,,
,58.93595,,80.94476,,,,,,,
,59.23655,,80.63821,,,,,,,
,59.25678,,80.56645,,,,,,,
,59.27702,,80.49467,,,,,,,
,59.29724,,80.42291,,,,,,,
,59.29778,,80.60484,,,,,,,
,59.27809,,80.85818,,,,,,,
,59.25839,,81.11163,,,,,,,
,59.2387,,81.36497,,,,,,,
,59.92805,,81.07117,,,,,,,
,60.63605,,80.52452,,,,,,,
,61.34435,,79.97762,,,,,,,
,62.05376,,79.42987,,,,,,,
,63.00387,,78.4355,,,,,,,
,63.246,,77.98814,,,,,,,
,63.48823,,77.54057,,,,,,,
,63.73084,,77.09231,,,,,,,
,63.65585,,77.11559,,,,,,,
,63.33919,,77.58553,,,,,,,
,63.0224,,78.05568,,,,,,,
,62.7051,,78.52657,,,,,,,
,61.99673,,79.26624,,,,,,,
,61.60537,,79.53577,,,,,,,
,61.21384,,79.80541,,,,,,,
,60.8217,,80.07549,,,,,,,
,60.24094,,81.36006,,,,,,,
,60.0517,,82.37421,,,,,,,
,59.86238,,83.38881,,,,,,,
,59.67276,,84.405,,,,,,,
,59.66427,,87.17151,,,,,,,
,59.84492,,88.92243,,,,,,,
,60.026,,90.67764,,,,,,,
,60.20665,,92.42857,,,,,,,
,60.15798,,94.24125,,,,,,,
,59.92828,,94.30254,,,,,,,
,59.69894,,94.36375,,,,,,,
,59.4697,,94.42493,,,,,,,
,59.3149,,93.29056,,,,,,,
,59.38957,,92.09307,,,,,,,
,59.46412,,90.89746,,,,,,,
,59.53864,,89.70237,,,,,,,
,59.29111,,87.59991,,,,,,,
,58.96845,,86.6917,,,,,,,
,58.64629,,85.7849,,,,,,,
,58.32428,,84.87851,,,,,,,
,58.00212,,83.97172,,,1.014266,,,,
,57.80941,,83.50282,,,,,,,
,57.61644,,83.03334,,,,,,,
,57.42378,,82.56459,,,,,,,
,57.2312,,82.09605,,,,,,,
,57.03854,,81.6273,,,1.603396,,,,
,56.7077,,81.76005,,,,,,,
,56.37626,,81.8933,,,,,,,
,56.04535,,82.02636,,,,,,,
,55.71458,,82.15935,,,,,,,
,55.38366,,82.29239,,,1.086405,,,,
,55.43948,,82.32117,,,,,,,
,55.49541,,82.34982,,,,,,,
,55.55136,,82.37849,,,,,,,
,55.60729,,82.40714,,,,,,,
,55.66325,,82.43579,,,1.509915,,,,
,55.86812,,81.92996,,,,,,,
,56.07261,,81.42493,,,,,,,
,56.27719,,80.91968,,,,,,,
,56.48168,,80.41465,,,,,,,
,56.68676,,79.90842,,,1.574018,,,,
,56.98007,,79.439,,,,,,,
,57.27324,,78.96976,,,,,,,
,57.56655,,78.50034,,,,,,,
,57.86031,,78.03017,,,,,,,
,58.1537,,77.56091,,,1.472693,,,,
,58.54574,,77.28526,,,,,,,
,58.9376,,77.00973,,,,,,,
,59.32964,,76.73408,,,,,,,
,59.72229,,76.458,,,,,,,
,60.1141,,76.18259,,,0.9323433,,,,
,60.19455,,76.25389,,,,,,,
,60.27497,,76.32516,,,,,,,
,60.35542,,76.39647,,,,,,,
,60.436,,76.46788,,,,,,,
,60.51638,,76.53921,,,1.455035,,,,
,60.46623,,76.66407,,,,,,,
,60.4161,,76.78887,,,,,,,
,60.36594,,76.91373,,,,,,,
,60.31572,,77.0388,,,,,,,
,60.26559,,77.16373,,,1.735338,,,,
,60.29747,,77.48203,,,,,,,
,60.32934,,77.80019,,,,,,,
,60.36122,,78.11849,,,,,,,
,60.39315,,78.43728,,,,,,,
,60.42502,,78.75559,,,1.245426,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,79.10378,,,,,,,
,,,79.45181,,,,,,,
,,,79.80068,,,,,,,
,,,80.14871,,,,,,,
,,,80.49684,,,1.910803,,,,
,,,80.22174,,,,,,,
,,,79.94621,,,,,,,
,,,79.67109,,,,,,,
,,,79.3961,,,,,,,
,,,79.121,,,1.450527,,,,
,,,79.19344,,,,,,,
,,,79.26601,,,,,,,
,,,79.33847,,,,,,,
,,,79.4109,,,,,,,
,,,79.48336,,,1.786985,,,,
,,,80.14076,,,,,,,
,,,80.79933,,,,,,,
,,,81.45688,,,,,,,
,,,82.11413,,,,,,,
,,,82.77168,,,1.721813,,,,
,,,83.34348,,,,,,,
,,,83.91616,,,,,,,
,,,84.48793,,,,,,,
,,,85.05946,,,,,,,
,,,85.63124,,,1.63848,,,,
,,,85.87978,,,,,,,
,,,86.12852,,,,,,,
,,,86.37689,,,,,,,
,,,86.62514,,,,,,,
,,,86.8735,,,1.426883,,,,
,,,86.77188,,,,,,,
,,,86.67027,,,,,,,
,,,86.5686,,,,,,,
,,,86.46699,,,,,,,
,,,86.36568,,,1.168644,,,,
,,,86.75459,,,,,,,
,,,87.14333,,,,,,,
,,,87.53225,,,,,,,
,,,87.921,,,,,,,
,,,88.31137,,,0.8979962,,,,
,,,89.39317,,,,,,,
,,,90.4745,,,,,,,
,,,91.55631,,,,,,,
,,,92.63981,,,,,,,
,,,93.72076,,,1.148772,,,,
,,,93.75726,,,,,,,
,,,93.79375,,,,,,,
,,,93.83025,,,,,,,
,,,93.86681,,,,,,,
,,,93.90276,,,1.119354,,,,
,,,93.11128,,,,,,,
,,,92.32014,,,,,,,
,,,91.52866,,,,,,,
,,,90.73595,,,,,,,
,,,89.94463,,,1.059834,,,,
,,,89.4851,,,,,,,
,,,89.02576,,,,,,,
,,,88.56623,,,,,,,
,,,88.10597,,,,,,,
,,,87.64642,,,1.126521,,,,
,,,87.14185,,,,,,,
,,,86.6375,,,,,,,
,,,86.13193,,,,,,,
,,,85.62758,,,,,,,
,,,85.1231,,,1.309749,,,,
,,,85.10979,,,,,,,
,,,85.09649,,,,,,,
,,,85.08317,,,,,,,
,,,85.06987,,,,,,,
,,,85.05656,,,1.392285,,,,
,,,84.68708,,,,,,,
,,,84.31703,,,,,,,
,,,83.94756,,,,,,,
,,,83.57824,,,,,,,
,,,83.20877,,,1.424292,,,,
,,,82.04826,,,,,,,
,,,80.88583,,,,,,,
,,,79.72523,,,,,,,
,,,78.56512,,,,,,,
,,,77.40451,,,1.281565,,,,
,,,77.16476,,,,,,,
,,,76.9249,,,,,,,
,,,76.6854,,,,,,,
,,,76.44601,,,,,,,
,,,76.20653,,,1.5788,,,,
,,,76.69337,,,,,,,
,,,77.1813,,,,,,,
,,,77.66848,,,,,,,
,,,78.15543,,,,,,,
,,,78.64261,,,1.569317,,,,
,,,78.67979,,,,,,,
,,,78.71662,,,,,,,
,,,78.75347,,,,,,,
,,,78.79029,,,,,,,
,,,78.82713,,,1.661281,,,,
,,,78.51769,,,,,,,
,,,78.20874,,,,,,,
,,,77.89965,,,,,,,
,,,77.59071,,,,,,,
,,,77.28186,,,1.835591,,,,
,,,77.77006,,,,,,,
,,,78.25803,,,,,,,
,,,78.74623,,,,,,,
,,,79.23421,,,,,,,
,,,79.72332,,,1.263976,,,,
,,,80.15216,,,,,,,
,,,80.5808,,,,,,,
,,,81.00964,,,,,,,
,,,81.43914,,,,,,,
,,,81.8673,,,1.626045,,,,
,,,81.42346,,,,,,,
,,,80.97981,,,,,,,
,,,80.53596,,,,,,,
,,,80.09143,,,,,,,
,,,79.64825,,,1.599545,,,,
,,,80.29133,,,,,,,
,,,80.93413,,,,,,,
,,,81.5772,,,,,,,
,,,82.22128,,,,,,,
,,,82.86459,,,1.653774,,,,
,,,84.02691,,,,,,,
,,,85.18873,,,,,,,
,,,86.35104,,,,,,,
,,,87.51518,,,,,,,
,,,88.6771,,,1.659415,,,,
,,,88.48434,,,,,,,
,,,88.29167,,,,,,,
,,,88.09853,,,,,,,
,,,87.90586,,,,,,,
,,,87.71304,,,1.431442,,,,
,,,86.98658,,,,,,,
,,,86.26044,,,,,,,
,,,85.53253,,,,,,,
,,,84.80639,,,,,,,
,,,84.07994,,,1.182663,,,,
,,,84.18656,,,,,,,
,,,84.29337,,,,,,,
,,,84.40002,,,,,,,
,,,84.50662,,,,,,,
,,,84.61327,,,1.405524,,,,
,,,85.00295,,,,,,,
,,,85.3933,,,,,,,
,,,85.78304,,,,,,,
,,,86.1726,,,,,,,
,,,86.56234,,,1.37395,,,,
,,,86.1965,,,,,,,
,,,85.82983,,,,,,,
,,,85.46374,,,,,,,
,,,85.0978,,,,,,,
,,,84.73171,,,1.69754,,,,
,,,84.01077,,,,,,,
,,,83.28854,,,,,,,
,,,82.56744,,,,,,,
,,,81.84664,,,,,,,
,,,81.12553,,,1.378247,,,,
,,,80.67149,,,,,,,
,,,80.21872,,,,,,,
,,,79.76576,,,,,,,
,,,79.313,,,,,,,
,,,78.86004,,,1.055328,,,,
,,,78.66113,,,,,,,
,,,78.46291,,,,,,,
,,,78.26461,,,,,,,
,,,78.06639,,,,,,,
,,,77.86838,,,1.485718,,,,
,,,78.32867,,,,,,,
,,,78.78876,,,,,,,
,,,79.24905,,,,,,,
,,,79.71007,,,,,,,
,,,80.17029,,,1.266981,,,,
,,,80.54522,,,,,,,
,,,80.91998,,,,,,,
,,,81.29491,,,,,,,
,,,81.67043,,,,,,,
,,,82.04498,,,1.1075,,,,
,,,81.89966,,,,,,,
,,,81.75439,,,,,,,
,,,81.60905,,,,,,,
,,,81.46349,,,,,,,
,,,81.31839,,,1.232407,,,,
,,,81.57289,,,,,,,
,,,81.82728,,,,,,,
,,,82.08177,,,,,,,
,,,82.33668,,,,,,,
,,,82.59103,,,1.0434,,,,
,,,82.49825,,,,,,,
,,,82.40549,,,,,,,
,,,82.3127,,,,,,,
,,,82.21976,,,,,,,
,,,82.12688,,,1.05106,,,,
,,,81.66973,,,,,,,
,,,81.21278,,,,,,,
,,,80.75471,,,,,,,
,,,80.29777,,,,,,,
,,,79.84066,,,1.117652,,,,
,,,79.84066,,,,,,,
,,,79.84066,,,,,,,
,,,79.84066,,,,,,,
,,,79.84066,,,,,,,
,,,79.84066,,,1.541731,,,,
,,,80.09447,,,,,,,
,,,80.34869,,,,,,,
,,,80.6025,,,,,,,
,,,80.85621,,,,,,,
,,,81.11003,,,1.87728,,,,
,,,80.91772,,,,,,,
,,,80.72501,,,,,,,
,,,80.53259,,,,,,,
,,,80.34026,,,,,,,
,,,80.14785,,,1.015676,,,,
,,,80.18051,,,,,,,
,,,80.21332,,,,,,,
,,,80.24607,,,,,,,
,,,80.27881,,,,,,,
,,,80.31156,,,1.029816,,,,
,,,80.6788,,,,,,,
,,,81.0468,,,,,,,
,,,81.41423,,,,,,,
,,,81.78149,,,,,,,
,,,82.14891,,,1.446861,,,,
,,,81.61422,,,,,,,
,,,81.08021,,,,,,,
,,,80.54596,,,,,,,
,,,80.01195,,,,,,,
,,,79.47769,,,1.496466,,,,
,,,79.24977,,,,,,,
,,,79.02266,,,,,,,
,,,78.79544,,,,,,,
,,,78.56834,,,,,,,
,,,78.34142,,,1.35355,,,,
,,,78.8685,,,,,,,
,,,79.39536,,,,,,,
,,,79.92244,,,,,,,
,,,80.45035,,,,,,,
,,,80.97729,,,1.437791,,,,
,,,81.32595,,,,,,,
,,,81.67445,,,,,,,
,,,82.02312,,,,,,,
,,,82.37232,,,,,,,
,,,82.72106,,,1.997809,,,,
,,,83.18606,,,,,,,
,,,83.65085,,,,,,,
,,,84.11584,,,,,,,
,,,84.58157,,,,,,,
,,,85.04671,,,1.238222,,,,
,,,85.78326,,,,,,,
,,,86.51949,,,,,,,
,,,87.25604,,,,,,,
,,,87.99374,,,,,,,
,,,88.73016,,,1.01791,,,,
,,,89.06313,,,,,,,
,,,89.39595,,,,,,,
,,,89.72891,,,,,,,
,,,90.0624,,,,,,,
,,,90.39523,,,1.248575,,,,
,,,90.02542,,,,,,,
,,,89.65577,,,,,,,
,,,89.28522,,,,,,,
,,,88.91557,,,,,,,
,,,88.54575,,,1.258028,,,,
,,,88.13824,,,,,,,
,,,87.73009,,,,,,,
,,,87.32259,,,,,,,
,,,86.91525,,,,,,,
,,,86.50774,,,1.069873,,,,
,,,86.07201,,,,,,,
,,,85.63558,,,,,,,
,,,85.19984,,,,,,,
,,,84.76429,,,,,,,
,,,84.32855,,,1.048478,,,,
,,,84.07801,,,,,,,
,,,83.82713,,,,,,,
,,,83.57663,,,,,,,
,,,83.32625,,,,,,,
,,,83.07575,,,1.267729,,,,
,,,82.92449,,,,,,,
,,,82.77304,,,,,,,
,,,82.62183,,,,,,,
,,,82.47067,,,,,,,
,,,82.31946,,,1.112762,,,,
,,,81.72646,,,,,,,
,,,81.13228,,,,,,,
,,,80.53903,,,,,,,
,,,79.94604,,,,,,,
,,,79.35278,,,1.176827,,,,
,,,79.17653,,,,,,,
,,,79.00101,,,,,,,
,,,78.82542,,,,,,,
,,,78.64989,,,,,,,
,,,78.47401,,,0.8850583,,,,
,,,78.34631,,,,,,,
,,,78.21867,,,,,,,
,,,78.09098,,,,,,,
,,,77.96335,,,,,,,
,,,77.83495,,,1.477404,,,,
,,,77.22503,,,,,,,
,,,76.61537,,,,,,,
,,,76.00546,,,,,,,
,,,75.39458,,,,,,,
,,,74.7852,,,1.317702,,,,
,,,74.86469,,,,,,,
,,,74.94415,,,,,,,
,,,75.02363,,,,,,,
,,,75.10324,,,,,,,
,,,75.18317,,,1.577226,,,,
,,,75.96613,,,,,,,
,,,76.74873,,,,,,,
,,,77.53169,,,,,,,
,,,78.31586,,,,,,,
,,,79.09877,,,1.697776,,,,
,,,79.77734,,,,,,,
,,,80.45559,,,,,,,
,,,81.13415,,,,,,,
,,,81.81377,,,,,,,
,,,82.49234,,,1.570269,,,,
,,,83.20443,,,,,,,
,,,83.91621,,,,,,,
,,,84.62973,,,,,,,
,,,85.34151,,,,,,,
,,,86.05363,,,1.045384,,,,
,,,86.92607,,,,,,,
,,,87.79813,,,,,,,
,,,88.67232,,,,,,,
,,,89.54437,,,,,,,
,,,90.41681,,,0.8832923,,,,
,,,90.36145,,,,,,,
,,,90.30599,,,,,,,
,,,90.25062,,,,,,,
,,,90.19527,,,,,,,
,,,90.1399,,,1.290027,,,,
,,,88.7754,,,,,,,
,,,87.40854,,,,,,,
,,,86.0438,,,,,,,
,,,84.67968,,,,,,,
,,,83.31495,,,1.364071,,,,
,,,82.19759,,,,,,,
,,,81.07855,,,,,,,
,,,79.96127,,,,,,,
,,,78.84447,,,,,,,
,,,77.7272,,,1.488158,,,,
,,,77.82384,,,,,,,
,,,77.92122,,,,,,,
,,,78.01845,,,,,,,
,,,78.11564,,,,,,,
